Altitude[m]	Temperature[Kelvin]	Pressure[pascal]
10030.0	222.955	26315.1
10040.0	222.890	26274.8
10050.0	222.825	26234.5
10060.0	222.760	26194.3
10070.0	222.695	26154.2
10080.0	222.630	26114.1
10090.0	222.565	26074.0
10100.0	222.500	26034.0
10110.0	222.435	25994.1
10120.0	222.370	25954.2
10130.0	222.305	25914.3
10140.0	222.240	25874.5
10150.0	222.175	25834.8
10160.0	222.110	25795.1
10170.0	222.045	25755.4
10180.0	221.980	25715.8
10190.0	221.915	25676.3
10200.0	221.850	25636.8
10210.0	221.785	25597.3
10220.0	221.720	25557.9
10230.0	221.655	25518.6
10240.0	221.590	25479.3
10250.0	221.525	25440.0
10260.0	221.460	25400.8
10270.0	221.395	25361.6
10280.0	221.330	25322.5
10290.0	221.265	25283.5
10300.0	221.200	25244.5
10310.0	221.135	25205.5
10320.0	221.070	25166.6
10330.0	221.005	25127.7
10340.0	220.940	25088.9
10350.0	220.875	25050.1
10360.0	220.810	25011.4
10370.0	220.745	24972.7
10380.0	220.680	24934.1
10390.0	220.615	24895.5
10400.0	220.550	24857.0
10410.0	220.485	24818.5
10420.0	220.420	24780.1
10430.0	220.355	24741.7
10440.0	220.290	24703.4
10450.0	220.225	24665.1
10460.0	220.160	24626.8
10470.0	220.095	24588.7
10480.0	220.030	24550.5
10490.0	219.965	24512.4
10500.0	219.900	24474.4
10510.0	219.835	24436.4
10520.0	219.770	24398.4
10530.0	219.705	24360.5
10540.0	219.640	24322.7
10550.0	219.575	24284.9
10560.0	219.510	24247.1
10570.0	219.445	24209.4
10580.0	219.380	24171.7
10590.0	219.315	24134.1
10600.0	219.250	24096.5
10610.0	219.185	24059.0
10620.0	219.120	24021.5
10630.0	219.055	23984.1
10640.0	218.990	23946.7
10650.0	218.925	23909.4
10660.0	218.860	23872.1
10670.0	218.795	23834.9
10680.0	218.730	23797.7
10690.0	218.665	23760.5
10700.0	218.600	23723.4
10710.0	218.535	23686.4
10720.0	218.470	23649.4
10730.0	218.405	23612.4
10740.0	218.340	23575.5
10750.0	218.275	23538.6
10760.0	218.210	23501.8
10770.0	218.145	23465.0
10780.0	218.080	23428.3
10790.0	218.015	23391.6
10800.0	217.950	23355.0
10810.0	217.885	23318.4
10820.0	217.820	23281.9
10830.0	217.755	23245.4
10840.0	217.690	23208.9
10850.0	217.625	23172.5
10860.0	217.560	23136.2
10870.0	217.495	23099.9
10880.0	217.430	23063.6
10890.0	217.365	23027.4
10900.0	217.300	22991.2
10910.0	217.235	22955.1
10920.0	217.170	22919.0
10930.0	217.105	22883.0
10940.0	217.040	22847.0
10950.0	216.975	22811.1
10960.0	216.910	22775.2
10970.0	216.845	22739.3
10980.0	216.780	22703.5
10990.0	216.715	22667.8
11000.0	216.650	22632.1
11010.0	216.650	22596.4
11020.0	216.650	22560.8
11030.0	216.650	22525.3
11040.0	216.650	22489.8
11050.0	216.650	22454.3
11060.0	216.650	22418.9
11070.0	216.650	22383.6
11080.0	216.650	22348.4
11090.0	216.650	22313.1
11100.0	216.650	22278.0
11110.0	216.650	22242.9
11120.0	216.650	22207.8
11130.0	216.650	22172.8
11140.0	216.650	22137.9
11150.0	216.650	22103.0
11160.0	216.650	22068.2
11170.0	216.650	22033.4
11180.0	216.650	21998.7
11190.0	216.650	21964.0
11200.0	216.650	21929.4
11210.0	216.650	21894.9
11220.0	216.650	21860.4
11230.0	216.650	21825.9
11240.0	216.650	21791.6
11250.0	216.650	21757.2
11260.0	216.650	21722.9
11270.0	216.650	21688.7
11280.0	216.650	21654.5
11290.0	216.650	21620.4
11300.0	216.650	21586.3
11310.0	216.650	21552.3
11320.0	216.650	21518.4
11330.0	216.650	21484.5
11340.0	216.650	21450.6
11350.0	216.650	21416.8
11360.0	216.650	21383.1
11370.0	216.650	21349.4
11380.0	216.650	21315.7
11390.0	216.650	21282.2
11400.0	216.650	21248.6
11410.0	216.650	21215.1
11420.0	216.650	21181.7
11430.0	216.650	21148.3
11440.0	216.650	21115.0
11450.0	216.650	21081.8
11460.0	216.650	21048.5
11470.0	216.650	21015.4
11480.0	216.650	20982.3
11490.0	216.650	20949.2
11500.0	216.650	20916.2
11510.0	216.650	20883.2
11520.0	216.650	20850.3
11530.0	216.650	20817.5
11540.0	216.650	20784.7
11550.0	216.650	20751.9
11560.0	216.650	20719.2
11570.0	216.650	20686.6
11580.0	216.650	20654.0
11590.0	216.650	20621.4
11600.0	216.650	20589.0
11610.0	216.650	20556.5
11620.0	216.650	20524.1
11630.0	216.650	20491.8
11640.0	216.650	20459.5
11650.0	216.650	20427.3
11660.0	216.650	20395.1
11670.0	216.650	20362.9
11680.0	216.650	20330.9
11690.0	216.650	20298.8
11700.0	216.650	20266.8
11710.0	216.650	20234.9
11720.0	216.650	20203.0
11730.0	216.650	20171.2
11740.0	216.650	20139.4
11750.0	216.650	20107.7
11760.0	216.650	20076.0
11770.0	216.650	20044.4
11780.0	216.650	20012.8
11790.0	216.650	19981.2
11800.0	216.650	19949.8
11810.0	216.650	19918.3
11820.0	216.650	19886.9
11830.0	216.650	19855.6
11840.0	216.650	19824.3
11850.0	216.650	19793.1
11860.0	216.650	19761.9
11870.0	216.650	19730.8
11880.0	216.650	19699.7
11890.0	216.650	19668.6
11900.0	216.650	19637.6
11910.0	216.650	19606.7
11920.0	216.650	19575.8
11930.0	216.650	19545.0
11940.0	216.650	19514.2
11950.0	216.650	19483.4
11960.0	216.650	19452.7
11970.0	216.650	19422.1
11980.0	216.650	19391.5
11990.0	216.650	19360.9
12000.0	216.650	19330.4
12010.0	216.650	19299.9
12020.0	216.650	19269.5
12030.0	216.650	19239.2
12040.0	216.650	19208.9
12050.0	216.650	19178.6
12060.0	216.650	19148.4
12070.0	216.650	19118.2
12080.0	216.650	19088.1
12090.0	216.650	19058.0
12100.0	216.650	19028.0
12110.0	216.650	18998.0
12120.0	216.650	18968.1
12130.0	216.650	18938.2
12140.0	216.650	18908.3
12150.0	216.650	18878.5
12160.0	216.650	18848.8
12170.0	216.650	18819.1
12180.0	216.650	18789.4
12190.0	216.650	18759.8
12200.0	216.650	18730.3
12210.0	216.650	18700.8
12220.0	216.650	18671.3
12230.0	216.650	18641.9
12240.0	216.650	18612.5
12250.0	216.650	18583.2
12260.0	216.650	18553.9
12270.0	216.650	18524.7
12280.0	216.650	18495.5
12290.0	216.650	18466.3
12300.0	216.650	18437.2
12310.0	216.650	18408.2
12320.0	216.650	18379.2
12330.0	216.650	18350.2
12340.0	216.650	18321.3
12350.0	216.650	18292.4
12360.0	216.650	18263.6
12370.0	216.650	18234.8
12380.0	216.650	18206.1
12390.0	216.650	18177.4
12400.0	216.650	18148.8
12410.0	216.650	18120.2
12420.0	216.650	18091.6
12430.0	216.650	18063.1
12440.0	216.650	18034.7
12450.0	216.650	18006.3
12460.0	216.650	17977.9
12470.0	216.650	17949.6
12480.0	216.650	17921.3
12490.0	216.650	17893.0
12500.0	216.650	17864.8
12510.0	216.650	17836.7
12520.0	216.650	17808.6
12530.0	216.650	17780.5
12540.0	216.650	17752.5
12550.0	216.650	17724.5
12560.0	216.650	17696.6
12570.0	216.650	17668.7
12580.0	216.650	17640.9
12590.0	216.650	17613.1
12600.0	216.650	17585.4
12610.0	216.650	17557.6
12620.0	216.650	17530.0
12630.0	216.650	17502.4
12640.0	216.650	17474.8
12650.0	216.650	17447.2
12660.0	216.650	17419.8
12670.0	216.650	17392.3
12680.0	216.650	17364.9
12690.0	216.650	17337.5
12700.0	216.650	17310.2
12710.0	216.650	17283.0
12720.0	216.650	17255.7
12730.0	216.650	17228.5
12740.0	216.650	17201.4
12750.0	216.650	17174.3
12760.0	216.650	17147.2
12770.0	216.650	17120.2
12780.0	216.650	17093.2
12790.0	216.650	17066.3
12800.0	216.650	17039.4
12810.0	216.650	17012.6
12820.0	216.650	16985.7
12830.0	216.650	16959.0
12840.0	216.650	16932.3
12850.0	216.650	16905.6
12860.0	216.650	16878.9
12870.0	216.650	16852.4
12880.0	216.650	16825.8
12890.0	216.650	16799.3
12900.0	216.650	16772.8
12910.0	216.650	16746.4
12920.0	216.650	16720.0
12930.0	216.650	16693.7
12940.0	216.650	16667.4
12950.0	216.650	16641.1
12960.0	216.650	16614.9
12970.0	216.650	16588.7
12980.0	216.650	16562.6
12990.0	216.650	16536.5
13000.0	216.650	16510.4
13010.0	216.650	16484.4
13020.0	216.650	16458.4
13030.0	216.650	16432.5
13040.0	216.650	16406.6
13050.0	216.650	16380.7
13060.0	216.650	16354.9
13070.0	216.650	16329.2
13080.0	216.650	16303.4
13090.0	216.650	16277.7
13100.0	216.650	16252.1
13110.0	216.650	16226.5
13120.0	216.650	16200.9
13130.0	216.650	16175.4
13140.0	216.650	16149.9
13150.0	216.650	16124.5
13160.0	216.650	16099.1
13170.0	216.650	16073.7
13180.0	216.650	16048.4
13190.0	216.650	16023.1
13200.0	216.650	15997.8
13210.0	216.650	15972.6
13220.0	216.650	15947.5
13230.0	216.650	15922.3
13240.0	216.650	15897.2
13250.0	216.650	15872.2
13260.0	216.650	15847.2
13270.0	216.650	15822.2
13280.0	216.650	15797.3
13290.0	216.650	15772.4
13300.0	216.650	15747.5
13310.0	216.650	15722.7
13320.0	216.650	15698.0
13330.0	216.650	15673.2
13340.0	216.650	15648.5
13350.0	216.650	15623.9
13360.0	216.650	15599.3
13370.0	216.650	15574.7
13380.0	216.650	15550.1
13390.0	216.650	15525.6
13400.0	216.650	15501.2
13410.0	216.650	15476.7
13420.0	216.650	15452.4
13430.0	216.650	15428.0
13440.0	216.650	15403.7
13450.0	216.650	15379.4
13460.0	216.650	15355.2
13470.0	216.650	15331.0
13480.0	216.650	15306.8
13490.0	216.650	15282.7
13500.0	216.650	15258.7
13510.0	216.650	15234.6
13520.0	216.650	15210.6
13530.0	216.650	15186.6
13540.0	216.650	15162.7
13550.0	216.650	15138.8
13560.0	216.650	15115.0
13570.0	216.650	15091.1
13580.0	216.650	15067.4
13590.0	216.650	15043.6
13600.0	216.650	15019.9
13610.0	216.650	14996.3
13620.0	216.650	14972.6
13630.0	216.650	14949.0
13640.0	216.650	14925.5
13650.0	216.650	14902.0
13660.0	216.650	14878.5
13670.0	216.650	14855.0
13680.0	216.650	14831.6
13690.0	216.650	14808.3
13700.0	216.650	14784.9
13710.0	216.650	14761.6
13720.0	216.650	14738.4
13730.0	216.650	14715.2
13740.0	216.650	14692.0
13750.0	216.650	14668.8
13760.0	216.650	14645.7
13770.0	216.650	14622.6
13780.0	216.650	14599.6
13790.0	216.650	14576.6
13800.0	216.650	14553.6
13810.0	216.650	14530.7
13820.0	216.650	14507.8
13830.0	216.650	14484.9
13840.0	216.650	14462.1
13850.0	216.650	14439.3
13860.0	216.650	14416.6
13870.0	216.650	14393.9
13880.0	216.650	14371.2
13890.0	216.650	14348.5
13900.0	216.650	14325.9
13910.0	216.650	14303.4
13920.0	216.650	14280.8
13930.0	216.650	14258.3
13940.0	216.650	14235.9
13950.0	216.650	14213.4
13960.0	216.650	14191.0
13970.0	216.650	14168.7
13980.0	216.650	14146.3
13990.0	216.650	14124.1
14000.0	216.650	14101.8
14010.0	216.650	14079.6
14020.0	216.650	14057.4
14030.0	216.650	14035.2
14040.0	216.650	14013.1
14050.0	216.650	13991.1
14060.0	216.650	13969.0
14070.0	216.650	13947.0
14080.0	216.650	13925.0
14090.0	216.650	13903.1
14100.0	216.650	13881.2
14110.0	216.650	13859.3
14120.0	216.650	13837.5
14130.0	216.650	13815.7
14140.0	216.650	13793.9
14150.0	216.650	13772.2
14160.0	216.650	13750.5
14170.0	216.650	13728.8
14180.0	216.650	13707.2
14190.0	216.650	13685.6
14200.0	216.650	13664.0
14210.0	216.650	13642.5
14220.0	216.650	13621.0
14230.0	216.650	13599.5
14240.0	216.650	13578.1
14250.0	216.650	13556.7
14260.0	216.650	13535.3
14270.0	216.650	13514.0
14280.0	216.650	13492.7
14290.0	216.650	13471.5
14300.0	216.650	13450.2
14310.0	216.650	13429.0
14320.0	216.650	13407.9
14330.0	216.650	13386.7
14340.0	216.650	13365.7
14350.0	216.650	13344.6
14360.0	216.650	13323.6
14370.0	216.650	13302.6
14380.0	216.650	13281.6
14390.0	216.650	13260.7
14400.0	216.650	13239.8
14410.0	216.650	13218.9
14420.0	216.650	13198.1
14430.0	216.650	13177.3
14440.0	216.650	13156.5
14450.0	216.650	13135.8
14460.0	216.650	13115.1
14470.0	216.650	13094.5
14480.0	216.650	13073.8
14490.0	216.650	13053.2
14500.0	216.650	13032.7
14510.0	216.650	13012.1
14520.0	216.650	12991.6
14530.0	216.650	12971.1
14540.0	216.650	12950.7
14550.0	216.650	12930.3
14560.0	216.650	12909.9
14570.0	216.650	12889.6
14580.0	216.650	12869.3
14590.0	216.650	12849.0
14600.0	216.650	12828.8
14610.0	216.650	12808.5
14620.0	216.650	12788.4
14630.0	216.650	12768.2
14640.0	216.650	12748.1
14650.0	216.650	12728.0
14660.0	216.650	12708.0
14670.0	216.650	12687.9
14680.0	216.650	12667.9
14690.0	216.650	12648.0
14700.0	216.650	12628.1
14710.0	216.650	12608.2
14720.0	216.650	12588.3
14730.0	216.650	12568.5
14740.0	216.650	12548.6
14750.0	216.650	12528.9
14760.0	216.650	12509.1
14770.0	216.650	12489.4
14780.0	216.650	12469.7
14790.0	216.650	12450.1
14800.0	216.650	12430.5
14810.0	216.650	12410.9
14820.0	216.650	12391.3
14830.0	216.650	12371.8
14840.0	216.650	12352.3
14850.0	216.650	12332.9
14860.0	216.650	12313.4
14870.0	216.650	12294.0
14880.0	216.650	12274.7
14890.0	216.650	12255.3
14900.0	216.650	12236.0
14910.0	216.650	12216.7
14920.0	216.650	12197.5
14930.0	216.650	12178.3
14940.0	216.650	12159.1
14950.0	216.650	12139.9
14960.0	216.650	12120.8
14970.0	216.650	12101.7
14980.0	216.650	12082.6
14990.0	216.650	12063.6
15000.0	216.650	12044.6
